,hiperparametry_zbior_1,wynik_zbior_1,hiperparametry_zbior_2,wynik_zbior_2,hiperparametry_zbior_3,wynik_zbior_3,hiperparametry_zbior_4,wynik_zbior_4,model
38,"OrderedDict([('classifier__C', 124.51970847350319), ('classifier__l1_ratio', 0.7192982456140351)])",0.7,"OrderedDict([('classifier__C', 156.85151643735446), ('classifier__l1_ratio', 0.49122807017543857)])",0.7498168705245487,"OrderedDict([('classifier__C', 0.03359818286283781), ('classifier__l1_ratio', 0.9799498746867168)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.32267991199458085), ('classifier__l1_ratio', 0.6416040100250626)])",0.6798346348185575,LogisticRegression
39,"OrderedDict([('classifier__C', 39.263134017068396), ('classifier__l1_ratio', 0.38095238095238093)])",0.7,"OrderedDict([('classifier__C', 0.004614879876576939), ('classifier__l1_ratio', 0.18546365914786966)])",0.731125329770103,"OrderedDict([('classifier__C', 32.64257879767324), ('classifier__l1_ratio', 0.045112781954887216)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.14720406378260015), ('classifier__l1_ratio', 0.5764411027568922)])",0.6798346348185575,LogisticRegression
40,"OrderedDict([('classifier__C', 0.8507942799627445), ('classifier__l1_ratio', 0.22556390977443608)])",0.7,"OrderedDict([('classifier__C', 0.016809852774253637), ('classifier__l1_ratio', 0.506265664160401)])",0.7424140884640422,"OrderedDict([('classifier__C', 598.3321728796283), ('classifier__l1_ratio', 0.9147869674185463)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.004406667430301786), ('classifier__l1_ratio', 0.21804511278195488)])",0.6798346348185575,LogisticRegression
41,"OrderedDict([('classifier__C', 45.095721356761445), ('classifier__l1_ratio', 0.568922305764411)])",0.7,"OrderedDict([('classifier__C', 1195.8982643749769), ('classifier__l1_ratio', 0.5363408521303258)])",0.7498168705245487,"OrderedDict([('classifier__C', 90.13370389517421), ('classifier__l1_ratio', 0.2832080200501253)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.12816499459957584), ('classifier__l1_ratio', 0.40100250626566414)])",0.6798346348185575,LogisticRegression
42,"OrderedDict([('classifier__C', 2.4602398208697775), ('classifier__l1_ratio', 0.9273182957393483)])",0.7,"OrderedDict([('classifier__C', 0.0006338770272838487), ('classifier__l1_ratio', 0.002506265664160401)])",0.7181721314283757,"OrderedDict([('classifier__C', 0.08858667904100823), ('classifier__l1_ratio', 0.9774436090225563)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.022175052752539316), ('classifier__l1_ratio', 0.47368421052631576)])",0.6798346348185575,LogisticRegression
43,"OrderedDict([('classifier__C', 5487.169437608599), ('classifier__l1_ratio', 0.6516290726817042)])",0.7,"OrderedDict([('classifier__C', 7580.524367559246), ('classifier__l1_ratio', 0.047619047619047616)])",0.7498168705245487,"OrderedDict([('classifier__C', 108.41458689358328), ('classifier__l1_ratio', 0.7919799498746867)])",0.8845389429423557,"OrderedDict([('classifier__C', 1.0233520470972575), ('classifier__l1_ratio', 0.38345864661654133)])",0.6798346348185575,LogisticRegression
44,"OrderedDict([('classifier__C', 1987.2184654880534), ('classifier__l1_ratio', 0.7393483709273183)])",0.7,"OrderedDict([('classifier__C', 0.0024180130845257207), ('classifier__l1_ratio', 0.606516290726817)])",0.7057751738787817,"OrderedDict([('classifier__C', 0.0013894954943731374), ('classifier__l1_ratio', 0.5087719298245614)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.46684523707037895), ('classifier__l1_ratio', 0.10275689223057644)])",0.6798346348185575,LogisticRegression
45,"OrderedDict([('classifier__C', 103.52317759307378), ('classifier__l1_ratio', 0.6691729323308271)])",0.7,"OrderedDict([('classifier__C', 0.1342207152716012), ('classifier__l1_ratio', 0.045112781954887216)])",0.7485214307739747,"OrderedDict([('classifier__C', 2.2432475028984156), ('classifier__l1_ratio', 0.9197994987468672)])",0.8845389429423557,"OrderedDict([('classifier__C', 571.3368428315569), ('classifier__l1_ratio', 0.07268170426065163)])",0.6798346348185575,LogisticRegression
46,"OrderedDict([('classifier__C', 9.82836333277001), ('classifier__l1_ratio', 0.7669172932330827)])",0.7,"OrderedDict([('classifier__C', 16.331744666101667), ('classifier__l1_ratio', 0.47117794486215536)])",0.7498168705245487,"OrderedDict([('classifier__C', 0.23357214690901212), ('classifier__l1_ratio', 0.5664160401002506)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.00011485512424239381), ('classifier__l1_ratio', 0.3483709273182957)])",0.6788240698208543,LogisticRegression
47,"OrderedDict([('classifier__C', 59.48892077934331), ('classifier__l1_ratio', 0.9774436090225563)])",0.7,"OrderedDict([('classifier__C', 0.0031897702154663216), ('classifier__l1_ratio', 0.38095238095238093)])",0.7248324596566965,"OrderedDict([('classifier__C', 0.0013268047497147243), ('classifier__l1_ratio', 0.10776942355889724)])",0.8845389429423557,"OrderedDict([('classifier__C', 2621.478896621353), ('classifier__l1_ratio', 0.7994987468671679)])",0.6798346348185575,LogisticRegression
48,"OrderedDict([('classifier__C', 0.00013191699564735717), ('classifier__l1_ratio', 0.12030075187969924)])",0.7,"OrderedDict([('classifier__C', 906.5535934216358), ('classifier__l1_ratio', 0.3533834586466165)])",0.7498168705245487,"OrderedDict([('classifier__C', 328.315001256304), ('classifier__l1_ratio', 0.7418546365914787)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.07364918067322965), ('classifier__l1_ratio', 0.7969924812030075)])",0.6798346348185575,LogisticRegression
49,"OrderedDict([('classifier__C', 0.0006638273442923082), ('classifier__l1_ratio', 0.41854636591478694)])",0.7,"OrderedDict([('classifier__C', 0.0002517691457037277), ('classifier__l1_ratio', 0.3358395989974937)])",0.706513687600644,"OrderedDict([('classifier__C', 12.380318840613969), ('classifier__l1_ratio', 0.531328320802005)])",0.8845389429423557,"OrderedDict([('classifier__C', 0.615848211066026), ('classifier__l1_ratio', 0.7293233082706767)])",0.6798346348185575,LogisticRegression
